state,year,vote,margin,class,termshouse,termssenate,population
63,2008,,-23.549271,2,,,1534320
63,2010,,-46.24741,3,,,1567582
64,1916,55.400276,7.654953,1,0,4,487000
64,1918,52.795143,5.2765965,2,0,4,501000
64,1922,53.200062,11.770946,1,0,1,543000
64,1924,60.327766,10.405848,2,0,7,538000
64,1928,70.13987,6.4001203,1,0,4,541000
64,1934,73.434738,41.401394,1,0,7,545000
64,1936,49.071045,27.87431,2,0,3,554000
64,1940,45.378502,46.869469,1,0,10,558000
64,1942,56.647648,0.71079135,2,0,6,518000
64,1946,50.747437,-8.0943079,1,0,1,514000
64,1948,50.379856,13.907051,2,0,9,542000
64,1952,76.219154,2.1917911,1,5,1,602000
64,1954,50.732071,0.75971186,2,0,12,624000
64,1958,64.513054,52.438309,1,5,4,666000
64,1960,53.168785,1.4641434,2,4,1,675000
64,1964,60.540043,29.026106,1,5,7,706000
64,1966,51.951736,6.3375711,2,4,4,707000
64,1970,64.157791,21.08009,1,5,10,694409
64,1976,54.463314,28.315577,1,4,1,757317
64,1978,56.89072,11.378681,2,2,1,782317
64,1982,48.133354,12.792548,1,4,4,803986
64,1984,68.129807,16.192854,2,2,4,820905
64,1988,37.62603,-3.7332921,1,0,1,800202
64,1990,49.555817,38.745083,2,2,7,799824
64,1994,47.237495,-24.741659,1,,,854923
64,1996,62.735004,4.8649044,2,,,876656
64,2000,49.161755,-3.3168049,1,,,902200
64,2002,72.915977,31.004757,2,,,911667
64,2006,,0.87624788,1,,,952692
64,2008,,45.831955,2,,,976415
65,1916,62.824894,6.5278201,1,0,4,82000
65,1920,42.479038,-4.1856556,3,0,1,78000
65,1922,59.263874,25.649786,1,0,7,81000
65,1926,52.058197,-13.304102,3,0,4,87000
65,1928,64.509415,18.527742,1,0,10,89000
65,1932,58.957924,4.1163893,3,0,1,96000
65,1938,58.375149,17.915844,3,0,4,105000
65,1944,58.011402,16.750299,3,0,7,153000
65,1946,48.321617,-10.422209,1,0,1,143000
65,1952,57.676464,-3.3567667,1,0,4,181000
65,1956,65.275948,5.1510005,3,0,3,250000
65,1958,50.017826,15.352932,1,0,1,269000
65,1962,54.765869,30.551899,3,0,6,352000
65,1964,57.649155,0.035655499,1,0,4,426000
65,1970,63.023567,16.477859,1,0,7,488738
65,1974,37.298737,-0.36819875,3,0,2,596822
65,1976,47.721657,31.599171,1,0,10,646975
65,1980,49.9958,-21.320387,3,0,5,800493
65,1982,50.206924,-2.3532181,1,0,1,881537
65,1986,51.049934,5.4781408,3,2,1,980613
65,1988,50.930016,4.0646496,1,0,1,1075022
65,1992,47.878567,10.836542,3,2,4,1330694
65,1994,39.693459,9.9293079,1,,,1456388
65,1998,61.081909,0.098213553,3,,,1743772
65,2000,40.989956,-15.398088,1,,,1998250
65,2004,50.288742,25.94412,3,,,2346222
65,2010,,5.7421355,3,,,2700551
66,1916,55.171574,5.2697001,1,0,1,354000
66,1924,58.622761,2.4313064,2,0,1,390000
66,1928,49.350067,-15.388984,1,0,2,416000
66,1936,59.157051,23.449186,2,0,3,489000
66,1940,51.507332,11.893129,1,2,4,531000
66,1942,57.224632,18.314098,2,0,6,502000
66,1946,51.12114,3.0146599,1,2,7,561000
66,1948,57.272839,14.821884,2,3,1,604000
66,1952,62.706139,2.2422819,1,2,10,735000
66,1954,63.434826,14.545679,2,3,4,763000
66,1960,53.14048,26.869652,2,3,7,951000
66,1964,52.259617,9.4075289,1,4,2,1006000
66,1966,45.974533,6.2809587,2,3,10,1007000
66,1970,42.701714,4.5192361,1,4,5,1017055
66,1972,46.595551,-8.05093,2,0,1,1078697
66,1976,53.773869,-14.11407,1,0,1,1189295
66,1978,43.875019,-6.8089008,2,0,4,1238034
66,1982,63.307961,7.5477362,1,0,1,1363823
66,1984,27.039253,-12.248248,2,0,7,1416717
66,1988,53.970455,26.622993,1,0,4,1490337
66,1990,29.784294,-45.874065,2,0,10,1519933
66,1994,61.701096,7.9802065,1,,,1653329
66,1996,34.973103,-34.941586,2,,,1706151
66,2000,70.605141,23.447142,1,,,1819017
66,2002,61.327995,-30.053795,2,,,1855309
66,2006,,41.274555,1,,,1962137
66,2008,,22.655985,2,,,2010662
67,1914,38.585472,-2.7514696,3,0,7,422000
67,1916,48.62402,16.98896,1,2,1,436000
67,1920,37.569557,-18.021637,3,0,10,453000
67,1922,55.516876,0.4643172,1,2,4,467000
67,1926,56.663368,-23.942745,3,0,13,494000
67,1928,53.061527,11.602386,1,2,7,504000
67,1932,55.801315,14.948961,3,0,1,517000
67,1934,62.845654,7.6203585,1,2,10,522000
67,1938,59.911388,11.602629,3,0,4,535000
67,1940,48.762657,25.691307,1,4,1,552000
67,1944,45.831947,19.822779,3,0,7,605000
67,1946,45.744007,-2.4746804,1,0,1,638000
67,1950,46.043812,-8.0279083,3,0,1,689000
67,1952,38.730774,-8.5119839,1,0,4,724000
67,1956,47.629009,-7.9123826,3,0,4,809000
67,1958,57.330441,3.8982391,1,0,1,845000
67,1962,45.834824,-4.7419815,3,0,7,958000
67,1964,56.15958,14.660883,1,0,4,978000
67,1968,44.070019,-7.8487902,3,0,10,1029000
67,1970,42.89304,13.679558,1,0,7,1059273
67,1974,25.48452,-5.9247522,3,0,1,1200471
67,1976,41.349129,-12.693352,1,0,1,1274928
67,1980,26.550236,-48.16119,3,0,4,1461037
67,1982,31.740808,-16.927216,1,0,4,1558314
67,1986,39.714745,-45.75499,3,0,7,1662834
67,1988,29.140776,-35.386967,1,0,7,1689372
67,1992,32.9701,-15.668329,3,0,1,1821498
67,1994,31.514582,-41.718449,1,,,1930436
67,1998,28.402721,-31.011761,3,,,2100562
67,2000,31.064924,-34.069462,1,,,2233183
67,2004,32.766724,-40.328453,3,,,2401580
67,2006,,-31.295994,1,,,2525507
67,2010,,-28.792309,3,,,2763885
68,1916,57.301838,5.9944897,1,0,1,174000
68,1918,44.816849,-15.533817,2,0,15,181000
68,1922,53.49511,14.603678,1,0,4,208000
68,1930,53.82642,-18.091631,2,0,2,226000
68,1934,58.735008,13.666784,1,0,2,233000
68,1936,45.405258,8.4215193,2,0,1,240000
68,1940,56.209766,17.470011,1,0,5,250000
68,1942,57.107807,-9.1894865,2,0,1,251000
68,1946,48.364681,12.419534,1,0,8,254000
68,1952,50.837879,-3.270638,1,4,1,293000
68,1954,43.628292,3.0627489,2,0,12,293000
68,1958,53.98814,1.6757607,1,0,1,315000
68,1964,55.779922,7.9762816,1,0,4,339000
68,1966,28.68576,-3.5920115,2,0,1,323000
68,1970,45.413471,11.559847,1,0,7,332416
68,1972,37.833298,-42.628479,2,0,4,347345
68,1976,43.343243,-9.1730595,1,0,1,396952
68,1978,21.682949,-24.333405,2,0,1,432880
68,1982,49.634735,-13.313517,1,0,4,506400
68,1984,36.063744,-56.634106,2,0,4,504896
68,1988,39.307423,-0.73052943,1,0,7,465101
68,1990,42.213505,-27.872515,2,0,7,453401
68,1994,22.038387,-19.566208,1,,,474982
68,1996,27.046049,-11.850178,2,,,480085
68,2000,29.860306,-51.734306,1,,,493786
68,2002,24.257639,-45.907902,2,,,500017
68,2008,,-51.377094,2,,,546043
71,1914,40.664543,-8.1377478,3,0,1,2934000
71,1916,23.758307,-31.543985,1,0,1,3071000
71,1920,36.878796,-8.3451061,3,0,1,3554000
71,1922,18.222464,-38.396202,1,0,4,3991000
71,1926,43.387119,-26.230446,3,0,4,4929000
71,1928,0,-55.877419,1,0,7,5344000
71,1934,0,-94.542435,1,0,10,6060000
71,1938,52.285404,-55.345894,3,0,1,6656000
71,1946,0,-9.8848076,1,0,2,9559000
71,1952,57.012016,-87.669914,1,0,5,11635000
71,1956,43.428822,-8.3391724,3,0,4,13713000
71,1962,51.817955,-12.883324,3,0,7,17072000
71,1968,60.5336,4.9448195,3,0,1,19394000
71,1970,46.878162,9.5336704,1,3,2,19971069
71,1974,56.505646,24.305702,3,0,4,21173865
71,1976,44.775997,-3.2936602,1,0,1,21935909
71,1980,49.289597,19.357672,3,0,7,23667902
71,1982,44.000717,-6.7593427,1,0,1,24820009
71,1986,47.90379,1.4174312,3,0,10,27102237
71,1992,53.057487,4.9009204,3,5,1,30875920
71,1994,55.842789,1.9042194,1,,,31317179
71,1998,55.226368,10.046408,3,,,32682794
71,2000,59.431053,19.255867,1,,,33871653
71,2004,52.182102,19.05373,3,,,35574576
71,2006,,24.41577,1,,,36021202
71,2010,,10.007652,3,,,37253956
72,1914,43.530849,9.5492306,3,0,4,736000
72,1918,24.674948,-11.876795,2,0,2,763000
72,1920,36.343925,-7.2050004,3,0,1,788000
72,1924,27.93346,-41.288055,2,0,5,856000
72,1926,38.862034,-3.4448087,3,0,1,905000
72,1930,48.318878,-30.122774,2,0,8,956000
72,1936,22.944056,-1.3736159,2,0,11,1025000
72,1938,39.288414,-9.7188206,3,0,1,1067000
72,1944,23.195719,-21.423172,3,0,1,1233000
72,1948,50.216312,-20.061375,2,0,4,1405000
72,1956,54.153545,8.3910789,3,0,7,1698000
72,1960,48.225063,9.2274513,2,0,2,1769000
72,1962,49.777622,8.3463612,3,0,10,1818000
72,1966,46.157772,-3.5057902,2,0,1,1969000
72,1968,44.840385,-0.42301714,3,0,1,2004000
72,1972,38.275532,-7.5621786,2,0,4,2197297
72,1974,44.012772,-10.088674,3,0,4,2285013
72,1978,33.432972,-23.366365,2,0,7,2518298
72,1980,36.039825,-8.0953512,3,0,7,2633105
72,1984,46.189735,-33.096104,2,0,10,2666588
72,1986,46.499683,-26.912918,3,0,10,2683528
72,1990,45.901794,-7.4916182,2,0,13,2858547
72,1996,39.606194,-3.8938999,2,,,3195087
72,1998,63.392097,27.258945,3,,,3282055
72,2002,48.904671,-16.602394,2,,,3513424
72,2004,57.22403,31.646065,3,,,3569463
72,2008,,3.3512235,2,,,3768748
72,2010,,17.975193,3,,,3831074
73,1914,17.795284,-11.22165,3,5,4,1231000
73,1916,44.243355,-18.332424,1,1,4,1255000
73,1920,46.516106,-38.605904,3,5,7,1373000
73,1922,53.415306,1.2959927,1,2,1,1415000
73,1928,60.924767,6.9666357,1,2,4,1551000
73,1932,62.62262,27.906191,3,0,1,1584000
73,1944,53.400654,10.691458,3,4,2,2092000
73,1946,56.226341,-9.1110344,1,0,2,2288000
73,1950,61.090237,7.4189396,3,4,5,2379000
73,1952,67.32354,12.69477,1,6,1,2448000
73,1956,52.093922,22.180471,3,4,8,2668000
73,1958,72.208282,35.945091,1,6,4,2773000
73,1962,64.412811,4.7879128,3,4,11,2942000
73,1964,82.431503,44.416561,1,6,7,2961000
73,1968,60.70475,29.148108,3,4,14,3270000
73,1970,71.840324,66.422043,1,6,10,3413244
73,1974,45.826557,24.625265,3,4,17,3549946
73,1976,68.956635,47.593575,1,6,13,3693610
73,1980,50.657074,-8.3468885,3,0,1,4132156
73,1986,53.991882,1.9844979,3,7,1,4452720
73,1988,44.251495,-2.173388,1,0,4,4639893
73,1992,58.414001,7.983768,3,0,1,5139011
73,1994,48.730286,-11.497009,1,,,5334896
73,1998,54.980488,16.828001,3,,,5687832
73,2000,56.852699,0.090557337,1,,,5894281
73,2004,52.364826,12.244299,3,,,6178645
73,2006,,16.919291,1,,,6370753
73,2010,,4.7296524,3,,,6724540
81,1960,75.538696,26.849842,2,0,2,226000
81,1962,45.133511,16.28195,3,0,3,246000
81,1968,58.280354,7.7115088,3,0,1,285000
81,1972,24.094639,-54.605389,2,0,4,324464
81,1974,45.933964,16.560709,3,0,4,341063
81,1978,28.485065,-51.497864,2,0,7,404766
81,1980,44.096546,-7.7518792,3,0,1,401851
81,1984,32.192551,-42.683517,2,0,10,513702
81,1986,38.406185,-9.9263849,3,0,4,544268
81,1990,10.338657,-34.036121,2,0,13,553120
81,1992,19.721199,-14.641616,3,0,7,587073
81,1996,10.513269,-66.367134,2,,,604918
81,2002,47.767078,-67.656876,2,,,642337
81,2004,23.829744,-1.2910962,3,,,659286
81,2008,,1.2441635,2,,,687455
81,2010,,-52.340508,3,,,710231
82,1962,83.395981,38.819824,3,2,1,684000
82,1964,48.428726,-6.6844168,1,0,4,700000
82,1968,82.90831,68.40966,3,2,4,734000
82,1970,53.727013,-3.1425476,1,0,7,769913
82,1974,77.944557,65.81662,3,2,7,867978
82,1976,80.084198,13.102302,1,7,1,904191
82,1980,73.569183,59.518551,3,2,10,964691
82,1982,76.554298,63.090302,1,7,4,993780
82,1986,57.269115,47.138371,3,2,13,1051762
82,1992,79.18438,30.340811,3,2,16,1149926
82,1994,72.684685,47.595421,1,,,1173903
82,1998,75.510117,61.359779,3,,,1190472
82,2000,61.348957,48.177929,1,,,1211497
82,2004,74.807701,54.522358,3,,,1273569
82,2006,,24.56904,1,,,1309731
82,2010,,53.236115,3,,,1360301
